user_id,avg_txn_idr,txn_count,weekend_ratio,night_ratio,above_avg_ratio,spike_ratio,unique_categories,spending_cov,impulse_score,dominant_payment,gender,age,pendapatan_bulan,spending_ratio,segmen,segmen_label,kota,tier_kota,populasi_kota,cat_belanja_online_ratio,cat_elektronik_ratio,cat_fashion_pakaian_ratio,cat_hiburan_ratio,cat_investasi_asuransi_ratio,cat_kecantikan_perawat_ratio,cat_kesehatan_ratio,cat_kesehatan_kecantik_ratio,cat_makanan_minuman_ratio,cat_olahraga_gym_ratio,cat_pendidikan_ratio,cat_properti_renovasi_ratio,cat_pulsa_data_ratio,cat_restoran_kafe_ratio,cat_sembako_kebutuhan__ratio,cat_transportasi_ratio,cat_travel_hotel_ratio,cluster,spending_persona,persona_encoded
BUDU00214,153923.07692307694,39,0.2564102564102564,0.1794871794871795,0.0,0.10256410256410256,9,0.9224748259767044,0.159,Gopay,P,33.0,6981750,0.732,C,Kelas C (Menengah),Bogor,Metropolitan,1100000,0.08102615358987172,0.0,0.09077128102615359,0.03568215892053973,0.0,0.0,0.0,0.09568549058803931,0.42232217224720975,0.0,0.010144927536231883,0.0,0.07244710977844411,0.0,0.15224054639346993,0.03968015992003998,0.0,1,Emotional Spender,0
BUDU00215,195773.33333333334,60,0.3333333333333333,0.11666666666666667,0.0,0.11666666666666667,8,0.7126986779670936,0.1692,Ovo,P,41.0,3258747,0.8,C,Kelas C (Menengah),Bogor,Metropolitan,1100000,0.35936116597425594,0.0,0.13960021793911326,0.029149356398556155,0.0,0.0,0.0,0.06649696928420623,0.21480623850711708,0.0,0.0,0.0,0.006393448205407614,0.0,0.062410610910576855,0.12178199278076687,0.0,1,Emotional Spender,0
BUDU00216,639212.9032258064,62,0.2903225806451613,0.0967741935483871,0.3225806451612903,0.06451612903225806,10,0.7989962032384694,0.2048,Kartu Debit,P,34.0,14892164,0.619,B,Kelas B (Menengah Atas),Tangerang,Metropolitan,2100000,0.09627515694705181,0.16247047780536547,0.15674014412886816,0.12052625204384425,0.0,0.05621328650154424,0.0,0.0,0.21300894244938332,0.05444447808797109,0.0,0.0,0.0,0.04203001675447627,0.0,0.054325884656533235,0.04396536062496215,1,Emotional Spender,0
BUDU00217,20321.428571428572,14,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,6,0.6423751796976787,0.0893,Tunai,L,27.0,990098,0.859,E,Kelas E (Miskin),Jombang,Kota Kecil,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.3630931458699473,0.0,0.18980667838312829,0.0,0.03479789103690686,0.0,0.09525483304042179,0.0,0.2186291739894552,0.0984182776801406,0.0,0,Rational Spender,2
BUDU00218,17875.0,20,0.5,0.2,0.0,0.05,3,0.5294108122318395,0.2425,Tunai,L,51.0,967199,0.875,E,Kelas E (Miskin),Jombang,Kota Kecil,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15776223776223777,0.0,0.0,0.0,0.2517482517482518,0.0,0.5904895104895105,0.0,0.0,0,Rational Spender,2
BUDU00219,155354.38596491228,57,0.24561403508771928,0.15789473684210525,0.0,0.10526315789473684,9,0.8552288913245415,0.1491,Gopay,L,18.0,3030656,0.777,C,Kelas C (Menengah),Magelang,Kota Kecil,130000,0.2423886529948505,0.0,0.19506052940645044,0.09596621194326498,0.0,0.0,0.0,0.03277170476104436,0.22681588219351342,0.0,0.011055650916975336,0.0,0.010942722919866293,0.0,0.11432830427319542,0.07067034059083928,0.0,1,Emotional Spender,0
BUDU00220,57794.73684210526,38,0.2631578947368421,0.2631578947368421,0.0,0.07894736842105263,8,0.6736498313694946,0.1829,Gopay,L,44.0,1926843,0.899,D,Kelas D (Menengah Bawah),Makassar,Kota Besar,1500000,0.0,0.0,0.12002549858847099,0.01702941444312904,0.0,0.0,0.05418450050086513,0.0,0.23549767780712139,0.0,0.12412348602130953,0.0,0.029960841453419543,0.0,0.2790729441763045,0.14010563700937984,0.0,0,Rational Spender,2
BUDU00221,159442.1052631579,57,0.22807017543859648,0.15789473684210525,0.0,0.08771929824561403,9,0.7367854598112688,0.1404,Gopay,L,43.0,3660815,0.757,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.18802403116128608,0.0,0.1531326335247904,0.07531744459849035,0.0,0.0,0.0,0.06628375255826237,0.3828590920094188,0.0,0.026495895776941527,0.0,0.007647278889108954,0.0,0.06698796241279902,0.03325190906890253,0.0,1,Emotional Spender,0
BUDU00222,181979.62962962964,54,0.2962962962962963,0.2037037037037037,0.0,0.018518518518518517,9,0.6310991811683219,0.1676,Gopay,L,43.0,5885573,0.613,C,Kelas C (Menengah),Tangerang Selatan,Metropolitan,1700000,0.25325382368803995,0.0,0.09775208865461132,0.14017645442611606,0.0,0.0,0.0,0.02872726902685486,0.3243444015915497,0.0,0.03300125166634442,0.0,0.031566414637372926,0.0,0.042302251981805046,0.04887604432730566,0.0,1,Emotional Spender,0
BUDU00223,596756.6037735849,53,0.3584905660377358,0.16981132075471697,0.2830188679245283,0.09433962264150944,10,0.9754201921324387,0.2472,Kartu Kredit,L,44.0,15614638,0.468,B,Kelas B (Menengah Atas),Denpasar,Kota Besar,900000,0.11055359000382571,0.17045918028588503,0.15782168388237042,0.04474185929600577,0.0,0.1178920011002874,0.0,0.0,0.2439444671036199,0.05116020247817605,0.0,0.0,0.0,0.06958369298187371,0.0,0.026457485590345293,0.007385837277610732,1,Emotional Spender,0
BUDU00224,57188.46153846154,26,0.34615384615384615,0.19230769230769232,0.0,0.15384615384615385,7,0.70344049319705,0.2019,Gopay,P,39.0,2042879,0.776,D,Kelas D (Menengah Bawah),Cirebon,Kota Kecil,320000,0.0,0.0,0.16860582419799583,0.031205864550406887,0.0,0.0,0.10182258389938799,0.0,0.29907861994754187,0.0,0.0,0.0,0.08776649404801937,0.0,0.12354563185150312,0.18797498150514494,0.0,0,Rational Spender,2
BUDU00225,149414.63414634147,41,0.1951219512195122,0.17073170731707318,0.0,0.0975609756097561,8,0.6979808635386158,0.1341,Ovo,L,19.0,5135869,0.699,C,Kelas C (Menengah),Tasikmalaya,Kota Kecil,700000,0.18455762324518446,0.0,0.12078028077048646,0.13499836761345085,0.0,0.0,0.0,0.08452497551420177,0.3287952987267385,0.0,0.014005876591576885,0.0,0.0,0.0,0.03930786810316683,0.09302970943519426,0.0,1,Emotional Spender,0
BUDU00226,178822.5,40,0.25,0.2,0.0,0.05,8,0.7671812726243746,0.155,Gopay,L,33.0,4372669,0.787,C,Kelas C (Menengah),Bandung,Kota Besar,2500000,0.16387758811111577,0.0,0.2237134588768192,0.14087992282850312,0.0,0.0,0.0,0.09459100504690406,0.13495225712648018,0.0,0.0,0.0,0.0800514476645836,0.0,0.09956800738162144,0.06236631296397265,0.0,1,Emotional Spender,0
BUDU00227,175609.85915492958,71,0.22535211267605634,0.15492957746478872,0.028169014084507043,0.07042253521126761,9,0.9300010172462503,0.1415,Gopay,L,33.0,3905116,0.695,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.269603715021294,0.0,0.08982780330919211,0.07987456188895038,0.0,0.0,0.0,0.010883600811658366,0.4304035032843291,0.0,0.024413913685105426,0.0,0.03137556844156782,0.0,0.04456902705260541,0.019048306505297433,0.0,1,Emotional Spender,0
BUDU00228,191241.30434782608,46,0.34782608695652173,0.2826086956521739,0.0,0.13043478260869565,9,0.7977859694499756,0.2261,Dana,L,36.0,4498211,0.768,C,Kelas C (Menengah),Tegal,Kota Kecil,285000,0.1587000261449796,0.0,0.038137568062202316,0.12700776392220164,0.0,0.0,0.0,0.07027315819986132,0.4569233042707256,0.0,0.007013674961066715,0.0,0.0181878118925555,0.0,0.09614532061702152,0.02761137192938582,0.0,1,Emotional Spender,0
BUDU00229,52274.35897435898,39,0.28205128205128205,0.15384615384615385,0.0,0.07692307692307693,6,0.7630384546008612,0.1564,Gopay,L,18.0,2078811,0.853,D,Kelas D (Menengah Bawah),Medan,Kota Besar,2400000,0.0,0.0,0.20542502575170452,0.0,0.0,0.0,0.046598322460391424,0.0,0.25580026487467505,0.0,0.0,0.0,0.06185314170795114,0.0,0.3079903860303134,0.12233285917496443,0.0,0,Rational Spender,2
BUDU00230,569488.3720930233,86,0.313953488372093,0.19767441860465115,0.2441860465116279,0.12790697674418605,10,0.9276212409177063,0.2372,Kartu Kredit,P,24.0,9175676,0.691,B,Kelas B (Menengah Atas),Tangerang Selatan,Metropolitan,1700000,0.21211001306762495,0.1324750898399216,0.151218964390722,0.05852866710225416,0.0,0.02813827180659915,0.0,0.0,0.20357317869977132,0.06223252205161712,0.0,0.0,0.0,0.07727049983665468,0.0,0.04097721332897746,0.033475579875857565,1,Emotional Spender,0
BUDU00231,20019.04761904762,21,0.38095238095238093,0.2857142857142857,0.0,0.047619047619047616,5,0.8709855778997722,0.2262,Tunai,L,23.0,816346,0.865,E,Kelas E (Miskin),Tegal,Kota Kecil,285000,0.0,0.0,0.0,0.0,0.0,0.0,0.33872502378686964,0.0,0.0,0.0,0.18601332064700285,0.0,0.08444338725023787,0.0,0.26165556612749763,0.12916270218839201,0.0,0,Rational Spender,2
BUDU00232,61063.333333333336,30,0.3,0.2,0.0,0.06666666666666667,7,0.652273819494402,0.175,Gopay,L,49.0,2318071,0.816,D,Kelas D (Menengah Bawah),Desa Sejahtera,Desa,4100,0.0,0.0,0.06468693705988318,0.0,0.0,0.0,0.05284131229870626,0.0,0.4020961842895355,0.0,0.07320268573612097,0.0,0.05235001910584639,0.0,0.12473388285386756,0.23008897865604017,0.0,0,Rational Spender,2
BUDU00233,174000.0,54,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,9,0.8888887268575497,0.1667,Gopay,L,22.0,3987629,0.643,C,Kelas C (Menengah),Medan,Kota Besar,2400000,0.18935717326521925,0.0,0.0851745423584504,0.07011494252873564,0.0,0.0,0.0,0.1061941251596424,0.3201362281822052,0.0,0.003969774372073223,0.0,0.07653256704980843,0.0,0.05792890591741166,0.09059174116645381,0.0,1,Emotional Spender,0
BUDU00234,196916.0,50,0.22,0.16,0.0,0.1,9,0.733683473346488,0.14,Gopay,P,40.0,5179310,0.78,C,Kelas C (Menengah),Blitar,Kota Kecil,150000,0.14264965772207439,0.0,0.10446078530947206,0.07628633529017449,0.0,0.0,0.0,0.07697698511040241,0.38500680493205225,0.0,0.05130106238192935,0.0,0.009983952548294704,0.0,0.061477990615287734,0.09185642609031262,0.0,1,Emotional Spender,0
BUDU00235,158102.63157894736,38,0.18421052631578946,0.2631578947368421,0.0,0.07894736842105263,9,0.921356215494968,0.1553,Gopay,P,26.0,6170085,0.705,C,Kelas C (Menengah),Denpasar,Kota Besar,900000,0.2675643735747932,0.0,0.14114748913929992,0.08074368747815376,0.0,0.0,0.0,0.027730155295527557,0.1376853809151284,0.0,0.17062534329799098,0.0,0.012982905840643153,0.0,0.09374323806987467,0.06777742638858836,0.0,1,Emotional Spender,0
BUDU00236,643612.0879120879,91,0.2967032967032967,0.2087912087912088,0.2857142857142857,0.12087912087912088,10,0.9435133622885593,0.2418,Kartu Kredit,L,38.0,11594989,0.481,B,Kelas B (Menengah Atas),Tangerang Selatan,Metropolitan,1700000,0.17889589490632368,0.1488218109672914,0.17697507371684876,0.11697886413732933,0.0,0.03565044127665459,0.0,0.0,0.1619602279032999,0.007164236187588251,0.0,0.0,0.0,0.04859250760218342,0.0,0.02182223610904801,0.10313870719343267,1,Emotional Spender,0
BUDU00237,153482.92682926828,41,0.4146341463414634,0.24390243902439024,0.0,0.0975609756097561,8,0.7909850701213926,0.2329,Gopay,L,22.0,4850702,0.667,C,Kelas C (Menengah),Tangerang,Metropolitan,2100000,0.4582538774472413,0.0,0.0,0.03832951945080092,0.0,0.0,0.0,0.040093440122044244,0.11877065853038393,0.0,0.08177599796592931,0.0,0.09696796338672768,0.0,0.11578311721332317,0.050025425883549454,0.0,1,Emotional Spender,0
BUDU00238,44272.22222222222,18,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,5,1.261701454094583,0.0833,Gopay,L,30.0,2266913,0.828,D,Kelas D (Menengah Bawah),Cirebon,Kota Kecil,320000,0.0,0.0,0.13226251725436064,0.0,0.0,0.0,0.0,0.0,0.3566319488016062,0.0,0.0,0.0,0.10842012799598444,0.0,0.15133642866106162,0.2513489772869871,0.0,0,Rational Spender,2
BUDU00239,547419.540229885,87,0.22988505747126436,0.09195402298850575,0.27586206896551724,0.09195402298850575,10,0.8577772229051853,0.177,Kartu Kredit,P,48.0,9606168,0.525,B,Kelas B (Menengah Atas),Semarang,Kota Besar,1800000,0.20326085815372016,0.1027033836915098,0.10346348069836538,0.12679131977617034,0.0,0.041830531962919026,0.0,0.0,0.15314694858846625,0.09242317665956262,0.0,0.0,0.0,0.10737315093804789,0.0,0.05331807540078319,0.015689074130455324,1,Emotional Spender,0
BUDU00240,20516.666666666668,12,0.25,0.08333333333333333,0.0,0.25,5,1.042482452239059,0.15,Tunai,P,53.0,954521,0.944,E,Kelas E (Miskin),Cirebon,Kota Kecil,320000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215272136474411,0.0,0.07839155158407798,0.0,0.2814784727863526,0.0,0.06742485783915515,0.05117790414297319,0.0,0,Rational Spender,2
BUDU00241,176759.42028985507,69,0.36231884057971014,0.11594202898550725,0.014492753623188406,0.13043478260869565,9,0.8476439926612145,0.1841,Gopay,P,40.0,4333629,0.82,C,Kelas C (Menengah),Palembang,Kota Besar,1700000,0.2948083040897314,0.0,0.0676429110229248,0.033632875274671216,0.0,0.0,0.0,0.07430061329572661,0.2768767833131088,0.0,0.00928962644714834,0.0,0.03278016463874586,0.0,0.11969105637729166,0.09097766554065134,0.0,1,Emotional Spender,0
BUDU00242,645305.7142857143,105,0.34285714285714286,0.1619047619047619,0.2571428571428571,0.09523809523809523,10,0.9340638632936317,0.2343,Kartu Kredit,L,42.0,17843879,0.655,B,Kelas B (Menengah Atas),Bogor,Metropolitan,1100000,0.2455019473973945,0.1082927102842359,0.13982741292056478,0.061978744662920936,0.0,0.09205382166592135,0.0,0.0,0.13690520993371913,0.0402644150945067,0.0,0.0,0.0,0.0834097090932168,0.0,0.020269462536029435,0.07149656641149045,1,Emotional Spender,0
BUDU00243,680804.8543689321,103,0.24271844660194175,0.18446601941747573,0.2815533980582524,0.0970873786407767,10,0.9256810707587413,0.2112,Kartu Kredit,P,33.0,16400943,0.537,B,Kelas B (Menengah Atas),Semarang,Kota Besar,1800000,0.12266320987865591,0.16462952901263353,0.07967012202860976,0.11147998727947646,0.0,0.033576763083101244,0.0,0.0,0.20649744947798793,0.11580382442825382,0.0,0.0,0.0,0.09984612729935584,0.0,0.025890258389199533,0.03994272912272596,1,Emotional Spender,0
BUDU00244,159455.55555555556,45,0.24444444444444444,0.17777777777777778,0.0,0.08888888888888889,9,0.9162039280257618,0.1522,Ovo,P,18.0,3403764,0.775,C,Kelas C (Menengah),Bekasi,Metropolitan,2700000,0.1547906069263466,0.0,0.18237056651104452,0.014075674169047453,0.0,0.0,0.0,0.06984879102501568,0.271604766218382,0.0,0.04307713748170859,0.0,0.014674935544561354,0.0,0.07985506236499199,0.16970245975890183,0.0,1,Emotional Spender,0
BUDU00245,22620.0,10,0.3,0.3,0.0,0.1,5,0.8217628591893293,0.21,Tunai,L,28.0,962669,0.853,E,Kelas E (Miskin),Desa Panyingkiran,Desa,3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4593280282935455,0.0,0.16224580017683465,0.0,0.16799292661361626,0.0,0.08709106984969053,0.123342175066313,0.0,0,Rational Spender,2
BUDU00246,632077.8846153846,104,0.27884615384615385,0.25961538461538464,0.3076923076923077,0.125,10,0.9199730535550982,0.2558,Kartu Kredit,P,22.0,9790164,0.576,B,Kelas B (Menengah Atas),Bandung,Kota Besar,2500000,0.18785264109066405,0.1920040890773867,0.12515649696285602,0.05873941411188069,0.0,0.0527609639148048,0.0,0.0,0.19521845682965677,0.031898758825059596,0.0,0.0,0.0,0.08557398446211442,0.0,0.029320266946168086,0.04147492777940888,1,Emotional Spender,0
BUDU00247,187677.08333333334,48,0.3125,0.10416666666666667,0.020833333333333332,0.08333333333333333,9,0.9325622052448542,0.1573,Dana,P,24.0,5855810,0.626,C,Kelas C (Menengah),Yogyakarta,Kota Besar,420000,0.2980629405561414,0.0,0.028539712493755896,0.08004662263417883,0.0,0.0,0.0,0.07931398123994006,0.3203196980629406,0.0,0.0552922240106566,0.0,0.020846977854248765,0.0,0.0661819392795693,0.05139590386856857,0.0,1,Emotional Spender,0
BUDU00248,630648.1132075472,106,0.2358490566037736,0.18867924528301888,0.22641509433962265,0.12264150943396226,10,1.0051135137974774,0.2028,Kartu Kredit,L,46.0,17709115,0.45,B,Kelas B (Menengah Atas),Jakarta,Metropolitan,10500000,0.2586377895157273,0.1361327894184928,0.060758100007928355,0.05495843599052786,0.0,0.08750506741342763,0.0,0.0,0.14946438748995866,0.025221133694447312,0.0,0.0,0.0,0.15402393763827868,0.0,0.04778402571777761,0.02551433311343377,1,Emotional Spender,0
BUDU00249,646751.8867924528,106,0.2641509433962264,0.2169811320754717,0.33962264150943394,0.08490566037735849,9,0.7498397713040327,0.2382,Kartu Debit,P,47.0,14582464,0.529,B,Kelas B (Menengah Atas),Tangerang Selatan,Metropolitan,1700000,0.16542315226888502,0.07001605993374731,0.11669489189082746,0.0760024330580827,0.0,0.10920463214583179,0.0,0.0,0.24950077090599324,0.02422847407290714,0.0,0.0,0.0,0.17456170675815433,0.0,0.014367878965571061,0.0,1,Emotional Spender,0
BUDU00250,682536.3636363636,99,0.1919191919191919,0.23232323232323232,0.36363636363636365,0.09090909090909091,10,0.9420940597820217,0.2232,Kartu Kredit,L,46.0,14433519,0.544,B,Kelas B (Menengah Atas),Depok,Metropolitan,2200000,0.14664701329414498,0.11381640967810203,0.09690681371177914,0.047512916024750225,0.0,0.04084882442345914,0.0,0.0,0.2397149077046252,0.017156743045473582,0.0,0.0,0.0,0.21229046145467514,0.0,0.046336377534182516,0.03876953312880803,1,Emotional Spender,0
BUDU00251,125340.47619047618,42,0.16666666666666666,0.2619047619047619,0.0,0.09523809523809523,9,0.7088780657753223,0.1512,Kartu Debit,L,33.0,6720683,0.757,C,Kelas C (Menengah),Denpasar,Kota Besar,900000,0.15681097201907185,0.0,0.10527515529130178,0.09524533176300742,0.0,0.0,0.0,0.04135402617631974,0.2665121668597914,0.0,0.019698725376593278,0.0,0.05155481260566457,0.0,0.14706608665919496,0.11648272324905495,0.0,1,Emotional Spender,0
BUDU00252,64544.444444444445,27,0.25925925925925924,0.14814814814814814,0.0,0.14814814814814814,6,0.9088837485744768,0.1574,Gopay,L,39.0,2915973,0.758,D,Kelas D (Menengah Bawah),Magelang,Kota Kecil,130000,0.0,0.0,0.11126413037241063,0.0,0.0,0.0,0.0,0.0,0.5644115453032651,0.0,0.019739484707637575,0.0,0.052389969587421814,0.0,0.1619326332702129,0.09026223675905204,0.0,0,Rational Spender,2
BUDU00253,185271.21212121213,66,0.36363636363636365,0.21212121212121213,0.015151515151515152,0.045454545454545456,9,0.8523813518378296,0.2008,Gopay,L,30.0,3835530,0.641,C,Kelas C (Menengah),Semarang,Kota Besar,1800000,0.17487876086654291,0.0,0.09366285298375028,0.1439576705730338,0.0,0.0,0.0,0.08883782170282714,0.26522951610660866,0.0,0.030741173872864513,0.0,0.04419401532560783,0.0,0.09291047522469108,0.0655877133440738,0.0,1,Emotional Spender,0
BUDU00254,621486.567164179,67,0.34328358208955223,0.16417910447761194,0.22388059701492538,0.14925373134328357,10,1.086496537214158,0.2366,Kartu Kredit,P,40.0,13139663,0.459,B,Kelas B (Menengah Atas),Jakarta,Metropolitan,10500000,0.1989164161039011,0.0626903236342328,0.10862496277581918,0.05259656672974764,0.0,0.07885282279368677,0.0,0.0,0.187893255458746,0.005790161288773187,0.0,0.0,0.0,0.1484188128608344,0.0,0.02647960114890633,0.1297370772053526,1,Emotional Spender,0
BUDU00255,27833.333333333332,12,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,4,0.906969527503946,0.1958,Tunai,P,29.0,1251382,0.887,E,Kelas E (Miskin),Desa Panyingkiran,Desa,3700,0.0,0.0,0.0,0.0,0.0,0.0,0.29101796407185626,0.0,0.1344311377245509,0.0,0.0,0.0,0.0,0.0,0.5392215568862275,0.035329341317365266,0.0,0,Rational Spender,2
BUDU00256,165186.79245283018,53,0.24528301886792453,0.16981132075471697,0.03773584905660377,0.11320754716981132,9,1.0319454432190813,0.1613,Gopay,P,25.0,6341920,0.756,C,Kelas C (Menengah),Tegal,Kota Kecil,285000,0.11182309335343636,0.0,0.1915270305771625,0.09278232761082365,0.0,0.0,0.0,0.1467521045357457,0.2847548230133982,0.0,0.009217695233526368,0.0,0.04873842077008304,0.0,0.046865184068350295,0.06753932083747387,0.0,1,Emotional Spender,0
BUDU00257,182923.1884057971,69,0.2318840579710145,0.18840579710144928,0.028985507246376812,0.13043478260869565,9,0.9336140540503838,0.163,Gopay,L,42.0,4066700,0.749,C,Kelas C (Menengah),Bandung,Kota Besar,2500000,0.3797111324148094,0.0,0.1067843475918458,0.07069570660053717,0.0,0.0,0.0,0.028989755738133532,0.16487477915019372,0.0,0.04368666661384758,0.0,0.017232227037562293,0.0,0.09360862641324069,0.09441675843982981,0.0,1,Emotional Spender,0
BUDU00258,155423.7288135593,59,0.2542372881355932,0.22033898305084745,0.0,0.0847457627118644,8,0.7530260614804133,0.1678,Kartu Debit,L,21.0,6428518,0.626,C,Kelas C (Menengah),Surabaya,Kota Besar,3100000,0.2196946564885496,0.0,0.17088331515812433,0.1318647764449291,0.0,0.0,0.0,0.02699018538713195,0.3162813522355507,0.0,0.0,0.0,0.025376226826608506,0.0,0.06912758996728463,0.03978189749182116,0.0,1,Emotional Spender,0
BUDU00259,171688.88888888888,54,0.3148148148148148,0.14814814814814814,0.018518518518518517,0.12962962962962962,9,0.9503221132055202,0.1778,Gopay,L,37.0,3893053,0.742,C,Kelas C (Menengah),Semarang,Kota Besar,1800000,0.2384696695141945,0.0,0.015639830874104754,0.06154543101216671,0.0,0.0,0.0,0.013935628613340236,0.329051255500906,0.0,0.128289757528691,0.0,0.05283027008370006,0.0,0.11881957028216412,0.04141858659073259,0.0,1,Emotional Spender,0
BUDU00260,513105.55555555556,54,0.3333333333333333,0.2222222222222222,0.18518518518518517,0.09259259259259259,9,0.8696590058539271,0.2343,Kartu Debit,P,45.0,14879905,0.466,B,Kelas B (Menengah Atas),Makassar,Kota Besar,1500000,0.14889362884685484,0.17597635314371096,0.08803689949003346,0.025043579943481414,0.0,0.14288085983318716,0.0,0.0,0.16602965962530272,0.078609917098857,0.0,0.0,0.0,0.10827315150662091,0.0,0.06625595051195154,0.0,1,Emotional Spender,0
BUDU00261,2987560.447761194,134,0.23880597014925373,0.19402985074626866,0.9104477611940298,0.09701492537313433,10,0.9021443897135655,0.3384,Kartu Kredit,P,27.0,107313496,0.445,A,Kelas A (Kaya),Jakarta,Metropolitan,10500000,0.06028729575446047,0.12597159715247128,0.04999461698270765,0.04433532975414723,0.09975842617060643,0.05274407736957049,0.0,0.0,0.0,0.04210918357737594,0.0,0.14672056844662607,0.0,0.1601848560611151,0.0,0.0,0.21789404873091933,2,Impulsive Spender,1
BUDU00262,3155669.8324022344,179,0.26256983240223464,0.18435754189944134,0.8938547486033519,0.1005586592178771,10,1.1840552398891266,0.3411,Kartu Kredit,L,32.0,45458300,0.333,A,Kelas A (Kaya),Bekasi,Metropolitan,2700000,0.0496122170097664,0.08893914279325905,0.10443576862361248,0.025360046269470807,0.09658645810706241,0.03276323241185636,0.0,0.0,0.0,0.04528622684822512,0.0,0.201615111861261,0.0,0.19313237554679002,0.0,0.0,0.16226942052869633,2,Impulsive Spender,1
BUDU00263,604546.4285714285,56,0.30357142857142855,0.25,0.21428571428571427,0.08928571428571429,8,0.9235662547351718,0.2375,Kartu Kredit,P,39.0,17528182,0.673,B,Kelas B (Menengah Atas),Tangerang Selatan,Metropolitan,1700000,0.14586496369769544,0.07735728674980652,0.18235040437636243,0.16133701180932578,0.0,0.07980894767623897,0.0,0.0,0.11064670679907605,0.0,0.0,0.0,0.0,0.2381951049488105,0.0,0.004439573942684303,0.0,1,Emotional Spender,0
BUDU00264,189719.60784313726,51,0.27450980392156865,0.23529411764705882,0.0196078431372549,0.11764705882352941,9,0.9605100188336573,0.1882,Gopay,P,35.0,4790693,0.678,C,Kelas C (Menengah),Cirebon,Kota Kecil,320000,0.11894746633318519,0.0,0.1413437787446903,0.23089802288206537,0.0,0.0,0.0,0.03676219808385957,0.2870386638692808,0.0,0.03349628450654733,0.0,0.034199076035842366,0.0,0.05371187614332813,0.06360263340120095,0.0,1,Emotional Spender,0
BUDU00265,179422.38805970148,67,0.2835820895522388,0.19402985074626866,0.0,0.1044776119402985,9,0.8461644882988302,0.1731,Ovo,L,39.0,4838659,0.79,C,Kelas C (Menengah),Makassar,Kota Besar,1500000,0.13527655078901615,0.0,0.16625489755683662,0.08220408774425395,0.0,0.0,0.0,0.13361283721394523,0.30452613278098045,0.0,0.0017968106610765891,0.0,0.0580386480663489,0.0,0.06975119163484815,0.048538843552693965,0.0,1,Emotional Spender,0
BUDU00266,701329.3478260869,92,0.2608695652173913,0.2391304347826087,0.3695652173913043,0.14130434782608695,10,0.9626090203361118,0.2582,Kartu Debit,P,49.0,13854024,0.688,B,Kelas B (Menengah Atas),Semarang,Kota Besar,1800000,0.15848164123101624,0.14132478228457448,0.07711907356061393,0.1150021000491303,0.0,0.03657960116114894,0.0,0.0,0.18731818301579453,0.04693881030279454,0.0,0.0,0.0,0.10434996892547228,0.0,0.02352984936990777,0.10935599009954698,1,Emotional Spender,0
BUDU00267,147418.64406779662,59,0.2542372881355932,0.15254237288135594,0.0,0.1016949152542373,8,0.7018105503756338,0.15,Gopay,P,30.0,6677549,0.642,C,Kelas C (Menengah),Pekalongan,Kota Kecil,310000,0.1897743081504306,0.0,0.19459167366085287,0.0994400818607218,0.0,0.0,0.0,0.10616599790749279,0.1730687423111857,0.0,0.0,0.0,0.03741218942938938,0.0,0.13848488680915644,0.06106211987077043,0.0,1,Emotional Spender,0
BUDU00268,161474.57627118644,59,0.3050847457627119,0.2542372881355932,0.01694915254237288,0.0847457627118644,9,0.8081558113682795,0.1992,Gopay,L,28.0,6811587,0.668,C,Kelas C (Menengah),Bogor,Metropolitan,1100000,0.2266295790910045,0.0,0.12885483363073372,0.10908995486512019,0.0,0.0,0.0,0.034313005143277,0.2308806549805815,0.0,0.09334522934816836,0.0,0.03205626115251391,0.0,0.09470977222630418,0.05012070956229663,0.0,1,Emotional Spender,0
BUDU00269,156837.77777777778,45,0.2,0.3111111111111111,0.0,0.06666666666666667,9,0.7344664080481108,0.1733,Gopay,P,38.0,6420827,0.804,C,Kelas C (Menengah),Makassar,Kota Besar,1500000,0.2905054054436998,0.0,0.14568485483939528,0.18622214035734022,0.0,0.0,0.0,0.04851438854017598,0.17633223288040012,0.0,0.030349830681383454,0.0,0.05025716593224422,0.0,0.021862646471230002,0.05027133485413095,0.0,1,Emotional Spender,0
BUDU00270,711056.9230769231,65,0.24615384615384617,0.23076923076923078,0.3230769230769231,0.07692307692307693,10,0.9866781443341482,0.2315,Kartu Kredit,L,26.0,13690887,0.57,B,Kelas B (Menengah Atas),Tangerang Selatan,Metropolitan,1700000,0.09770071421307826,0.227213227546426,0.09954628754162276,0.07444389392172432,0.0,0.04675596674073481,0.0,0.0,0.088507465592931,0.04769930785591114,0.0,0.0,0.0,0.10888017187848209,0.0,0.025011521310638336,0.18424144339845128,1,Emotional Spender,0
